id,external_id,annotations,compound_id,creator_id,updater_id,created_at,updated_at
3062,LMFA03010142,"Prostaglandins
",23260,,,2015-02-24 22:57:40 UTC,2015-02-24 22:57:40 UTC
3063,CHEBI:35432,"aryl sulfate
O-sulfoamino acid
",23261,,,2015-02-24 22:57:41 UTC,2015-02-24 22:57:41 UTC
3064,CHEBI:50174,"acitretin
",23262,,,2015-02-24 22:57:42 UTC,2015-02-24 22:57:42 UTC
3065,CHEBI:18041,"lactaldehyde
",23264,,,2015-02-24 22:57:43 UTC,2015-02-24 22:57:43 UTC
3066,CHEBI:48965,"chalcone
",23265,,,2015-02-24 22:57:43 UTC,2015-02-24 22:57:43 UTC
3067,CHEBI:68441,"oxopurine
",23270,,,2015-02-24 22:57:46 UTC,2015-02-24 22:57:46 UTC
3068,C16359,"Purine alkaloids
",23270,,,2015-02-24 22:57:46 UTC,2015-02-24 22:57:46 UTC
3069,CHEBI:9249,"tertiary alcohol
organic heteropentacyclic compound
17beta-hydroxy steroid
anabolic androgenic steroid
",23272,,,2015-02-24 22:57:48 UTC,2015-02-24 22:57:48 UTC
3070,C07311,"Androstane and derivatives
",23272,,,2015-02-24 22:57:48 UTC,2015-02-24 22:57:48 UTC
3071,CHEBI:27870,"azabicycloalkane
ureas
thiabicycloalkane
L-lysine derivative
monocarboxylic acid amide
L-alpha-amino acid
",23274,,,2015-02-24 22:57:49 UTC,2015-02-24 22:57:49 UTC
3072,CHEBI:28870,"glucuronic acids
",23275,,,2015-02-24 22:57:51 UTC,2015-02-24 22:57:51 UTC
3073,CHEBI:64399,"pyridinecarboxamide
",23278,,,2015-02-24 22:57:53 UTC,2015-02-24 22:57:53 UTC
3074,CHEBI:17072,"guanidines
dicarboxylic acid
aspartic acid derivative
N-amidino-amino acid
",23279,,,2015-02-24 22:57:54 UTC,2015-02-24 22:57:54 UTC
3075,CHEBI:15547,"prostaglandins E
",23282,,,2015-02-24 22:57:55 UTC,2015-02-24 22:57:55 UTC
3076,LMFA03010030,"Prostaglandins
",23282,,,2015-02-24 22:57:55 UTC,2015-02-24 22:57:55 UTC
3077,CHEBI:2030,"monocarboxylic acid amide
aminoimidazole
",23284,,,2015-02-24 22:57:56 UTC,2015-02-24 22:57:56 UTC
3078,CHEBI:28835,"steroid glucosiduronic acid
",23285,,,2015-02-24 22:57:57 UTC,2015-02-24 22:57:57 UTC
3079,C11134,"C19 steroids (androgens) and derivatives
Glucuronides
",23285,,,2015-02-24 22:57:57 UTC,2015-02-24 22:57:57 UTC
3080,LMST05010012,"Glucuronides
",23285,,,2015-02-24 22:57:57 UTC,2015-02-24 22:57:57 UTC
3081,CHEBI:27647,"prostaglandins G
",23290,,,2015-02-24 22:57:59 UTC,2015-02-24 22:57:59 UTC
3082,C05956,"Prostaglandins
",23290,,,2015-02-24 22:57:59 UTC,2015-02-24 22:57:59 UTC
3083,LMFA03010009,"Prostaglandins
",23290,,,2015-02-24 22:57:59 UTC,2015-02-24 22:57:59 UTC
3084,LMFA03010014,"Prostaglandins
",23292,,,2015-02-24 22:57:59 UTC,2015-02-24 22:57:59 UTC
3085,CHEBI:7563,"N-acylglycine
",23298,,,2015-02-24 22:58:02 UTC,2015-02-24 22:58:02 UTC
3086,CHEBI:40304,"guanosines
",23308,,,2015-02-24 22:58:04 UTC,2015-02-24 22:58:04 UTC
3087,CHEBI:16898,"pyrimidines
diazine
",23316,,,2015-02-24 22:58:05 UTC,2015-02-24 22:58:05 UTC
3088,PYRIMIDINE-RING,"a ring
",23316,,,2015-02-24 22:58:05 UTC,2015-02-24 22:58:05 UTC
3089,CHEBI:18036,"phosphorus oxoanion
triphosphate ion
",23322,,,2015-02-24 22:58:06 UTC,2015-02-24 22:58:06 UTC
3090,P3I,"a polyphosphate
",23322,,,2015-02-24 22:58:06 UTC,2015-02-24 22:58:06 UTC
3091,LMFA01050398,"Hydroxy fatty acids
",23323,,,2015-02-24 22:58:08 UTC,2015-02-24 22:58:08 UTC
3092,CHEBI:47954,"D-galactopyranuronic acid
",23325,,,2015-02-24 22:58:12 UTC,2015-02-24 22:58:12 UTC
3093,CHEBI:16855,"lysine
D-alpha-amino acid
",23326,,,2015-02-24 22:58:14 UTC,2015-02-24 22:58:14 UTC
3094,C00739,"Other amino acids
",23326,,,2015-02-24 22:58:14 UTC,2015-02-24 22:58:14 UTC
3095,CHEBI:16523,"D-alpha-amino acid
serine
",23327,,,2015-02-24 22:58:14 UTC,2015-02-24 22:58:14 UTC
3096,C00740,"Other amino acids
",23327,,,2015-02-24 22:58:14 UTC,2015-02-24 22:58:14 UTC
3097,CHEBI:16118,"organic heteropentacyclic compound
berberine alkaloid
",23328,,,2015-02-24 22:58:15 UTC,2015-02-24 22:58:15 UTC
3098,C00757,"Isoquinoline alkaloids
Alkaloids
",23328,,,2015-02-24 22:58:15 UTC,2015-02-24 22:58:15 UTC
3099,BERBERINE,"a small molecule
",23328,,,2015-02-24 22:58:15 UTC,2015-02-24 22:58:15 UTC
3100,CHEBI:16313,"D-alpha-amino acid
proline
",23329,,,2015-02-24 22:58:16 UTC,2015-02-24 22:58:16 UTC
3101,C00763,"Other amino acids
",23329,,,2015-02-24 22:58:16 UTC,2015-02-24 22:58:16 UTC
3102,CHEBI:16375,"D-alpha-amino acid
cysteine
",23331,,,2015-02-24 22:58:17 UTC,2015-02-24 22:58:17 UTC
3103,C00793,"Other amino acids
",23331,,,2015-02-24 22:58:17 UTC,2015-02-24 22:58:17 UTC
3104,CHEBI:17061,"D-alpha-amino acid
glutamine
",23334,,,2015-02-24 22:58:18 UTC,2015-02-24 22:58:18 UTC
3105,C00819,"Other amino acids
",23334,,,2015-02-24 22:58:18 UTC,2015-02-24 22:58:18 UTC
3106,CHEBI:16255,"imidazoles
amino alcohol
",23336,,,2015-02-24 22:58:19 UTC,2015-02-24 22:58:19 UTC
3107,CHEBI:17871,"alpha-CH2-containing aldehyde
propanals
",23339,,,2015-02-24 22:58:21 UTC,2015-02-24 22:58:21 UTC
3108,HYDROXYPROPANAL,"a small molecule
",23339,,,2015-02-24 22:58:21 UTC,2015-02-24 22:58:21 UTC
3109,CHEBI:16871,"lactone
furopyridine
",23340,,,2015-02-24 22:58:21 UTC,2015-02-24 22:58:21 UTC
3110,CPD-375,"a small molecule
",23340,,,2015-02-24 22:58:21 UTC,2015-02-24 22:58:21 UTC
3111,CHEBI:17587,"gulonolactone
",23342,,,2015-02-24 22:58:22 UTC,2015-02-24 22:58:22 UTC
3112,CHEBI:48309,"glutamic acid derivative
N-formyl amino acid
",23343,,,2015-02-24 22:58:23 UTC,2015-02-24 22:58:23 UTC
3113,CHEBI:15961,"<element>o</element>-phosphorylhomoserine
",23345,,,2015-02-24 22:58:23 UTC,2015-02-24 22:58:23 UTC
3114,CHEBI:18148,"D-glucose 1,6-bisphosphate
",23348,,,2015-02-24 22:58:27 UTC,2015-02-24 22:58:27 UTC
3115,CHEBI:52222,"homocitric acid
",23349,,,2015-02-24 22:58:28 UTC,2015-02-24 22:58:28 UTC
3116,CHEBI:28807,"deoxyinosine phosphate
purine 2'-deoxyribonucleoside 5'-triphosphate
",23353,,,2015-02-24 22:58:30 UTC,2015-02-24 22:58:30 UTC
3117,CHEBI:28976,"carbon oxoacid
chalcocarbonic acid
",23354,,,2015-02-24 22:58:30 UTC,2015-02-24 22:58:30 UTC
3118,H2CO3,"a small molecule
",23354,,,2015-02-24 22:58:30 UTC,2015-02-24 22:58:30 UTC
3119,CHEBI:28616,"one-carbon compound
organonitrogen compound
carbon oxoacid
",23358,,,2015-02-24 22:58:32 UTC,2015-02-24 22:58:32 UTC
3120,CHEBI:16315,"morphinane alkaloid
",23360,,,2015-02-24 22:58:33 UTC,2015-02-24 22:58:33 UTC
3121,C01735,"Isoquinoline alkaloids
",23360,,,2015-02-24 22:58:33 UTC,2015-02-24 22:58:33 UTC
3122,CHEBI:15521,"medium-chain fatty acyl-CoA
",23361,,,2015-02-24 22:58:34 UTC,2015-02-24 22:58:34 UTC
3123,CHEBI:16794,"tertiary amino compound
epoxide
propanoate ester
tropane alkaloid
",23362,,,2015-02-24 22:58:38 UTC,2015-02-24 22:58:38 UTC
3124,CHEBI:42280,"dethiobiotin
",23364,,,2015-02-24 22:58:40 UTC,2015-02-24 22:58:40 UTC
3125,CHEBI:17228,"guanidines
",23365,,,2015-02-24 22:58:41 UTC,2015-02-24 22:58:41 UTC
3126,CHEBI:17123,"enamine
alpha-amino acid
alpha,beta-unsaturated monocarboxylic acid
alanine derivative
dehydroamino acid
",23369,,,2015-02-24 22:58:42 UTC,2015-02-24 22:58:42 UTC
3127,CHEBI:16354,"imidazolidine-2,4-dione
",23372,,,2015-02-24 22:58:43 UTC,2015-02-24 22:58:43 UTC
3128,N-METHYLHYDANTOIN,"a small molecule
",23372,,,2015-02-24 22:58:43 UTC,2015-02-24 22:58:43 UTC
3129,CHEBI:50718,"acetaldehyde oxime
",23373,,,2015-02-24 22:58:43 UTC,2015-02-24 22:58:43 UTC
3130,CHEBI:17166,"N-substituted putrescine
",23374,,,2015-02-24 22:58:44 UTC,2015-02-24 22:58:44 UTC
3131,ALPHA-PINENE-OXIDE,"a small molecule
",23376,,,2015-02-24 22:58:44 UTC,2015-02-24 22:58:44 UTC
3132,CHEBI:17645,"monocarboxylic acid
N-acyl-amino acid
",23377,,,2015-02-24 22:58:45 UTC,2015-02-24 22:58:45 UTC
3133,CHEBI:15890,"dimethylbenzimidazole
",23379,,,2015-02-24 22:58:46 UTC,2015-02-24 22:58:46 UTC
3134,DIMETHYLBENZIMIDAZOLE,"a small molecule
",23379,,,2015-02-24 22:58:46 UTC,2015-02-24 22:58:46 UTC
3135,CHEBI:16034,"guanidinoacetates
phosphoramide
",23380,,,2015-02-24 22:58:47 UTC,2015-02-24 22:58:47 UTC
3136,CHEBI:57330,"monounsaturated fatty acyl-CoA(4-)
",23381,,,2015-02-24 22:58:49 UTC,2015-02-24 22:58:49 UTC
3137,CHEBI:17905,"thiol
organosulfonic acid
",23383,,,2015-02-24 22:58:51 UTC,2015-02-24 22:58:51 UTC
3138,CHEBI:28952,"3-oxo steroid
20-oxo steroid
",23385,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3139,LMST02030170,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",23385,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3140,CHEBI:15621,"alpha-CH2-containing aldehyde
phenylacetaldehydes
",23387,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3141,HYDRPHENYLAC-CPD,"a small molecule
",23387,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3142,CHEBI:16985,"androstane-3,17-dione
",23388,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3143,C03772,"C19 steroids (androgens) and derivatives
Androstane and derivatives
",23388,,,2015-02-24 22:58:53 UTC,2015-02-24 22:58:53 UTC
3144,LMST02020058,"C19 steroids (androgens) and derivatives
",23388,,,2015-02-24 22:58:54 UTC,2015-02-24 22:58:54 UTC
3145,CHEBI:27978,"catechols
alpha-CH2-containing aldehyde
phenylacetaldehydes
",23390,,,2015-02-24 22:58:54 UTC,2015-02-24 22:58:54 UTC
3146,34-DIHYDROXYPHENYLACETALDEHYDE,"a small molecule
",23390,,,2015-02-24 22:58:54 UTC,2015-02-24 22:58:54 UTC
3147,CHEBI:2710,"17beta-hydroxy steroid
3beta-hydroxy steroid
",23391,,,2015-02-24 22:58:55 UTC,2015-02-24 22:58:55 UTC
3148,C04295,"C19 steroids (androgens) and derivatives
Androstane and derivatives
",23391,,,2015-02-24 22:58:55 UTC,2015-02-24 22:58:55 UTC
3149,LMST02020005,"C19 steroids (androgens) and derivatives
",23391,,,2015-02-24 22:58:55 UTC,2015-02-24 22:58:55 UTC
3150,CHEBI:31959,"organic disulfide
",23394,,,2015-02-24 22:58:57 UTC,2015-02-24 22:58:57 UTC
3151,CHEBI:29269,"phosphoric acid derivative
",23397,,,2015-02-24 22:58:58 UTC,2015-02-24 22:58:58 UTC
3152,CHEBI:15655,"HPODE
",23403,,,2015-02-24 22:59:00 UTC,2015-02-24 22:59:00 UTC
3153,C04717,"Hydroperoxy fatty acids
",23403,,,2015-02-24 22:59:00 UTC,2015-02-24 22:59:00 UTC
3154,LMFA02000034,"Other Octadecanoids
",23403,,,2015-02-24 22:59:00 UTC,2015-02-24 22:59:00 UTC
3155,CHEBI:48043,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid
",23404,,,2015-02-24 22:59:00 UTC,2015-02-24 22:59:00 UTC
3156,LMST04030151,"C27 bile acids, alcohols, and derivatives
",23404,,,2015-02-24 22:59:00 UTC,2015-02-24 22:59:00 UTC
3157,CHEBI:15558,"15-HETE
",23405,,,2015-02-24 22:59:01 UTC,2015-02-24 22:59:01 UTC
3158,C04742,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23405,,,2015-02-24 22:59:01 UTC,2015-02-24 22:59:01 UTC
3159,LMFA03060001,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23405,,,2015-02-24 22:59:01 UTC,2015-02-24 22:59:01 UTC
3160,CHEBI:16837,"ribose monophosphate
1-ribosylbenzimidazole
dimethylbenzimidazole
",23406,,,2015-02-24 22:59:02 UTC,2015-02-24 22:59:02 UTC
3161,CHEBI:1157,"alkanesulfonic acid
",23408,,,2015-02-24 22:59:03 UTC,2015-02-24 22:59:03 UTC
3162,CHEBI:27398,"alpha-CH2-containing aldehyde
imidazolylacetaldehyde
",23410,,,2015-02-24 22:59:05 UTC,2015-02-24 22:59:05 UTC
3163,IMIDAZOLE_ACETALDEHYDE,"a small molecule
",23410,,,2015-02-24 22:59:05 UTC,2015-02-24 22:59:05 UTC
3164,C05145,"Other amino acids
",23411,,,2015-02-24 22:59:05 UTC,2015-02-24 22:59:05 UTC
3165,CHEBI:16415,"dibenzazecine alkaloid
",23412,,,2015-02-24 22:59:07 UTC,2015-02-24 22:59:07 UTC
3166,C05189,"Isoquinoline alkaloids
",23412,,,2015-02-24 22:59:07 UTC,2015-02-24 22:59:07 UTC
3167,PROTOPINE,"a small molecule
",23412,,,2015-02-24 22:59:07 UTC,2015-02-24 22:59:07 UTC
3168,CHEBI:16607,"aminoimidazole
",23413,,,2015-02-24 22:59:07 UTC,2015-02-24 22:59:07 UTC
3169,AMINO-IMIDAZOLE,"a small molecule
",23413,,,2015-02-24 22:59:07 UTC,2015-02-24 22:59:07 UTC
3170,CHEBI:59951,"alpha-amino acid
imidazopyridine
",23415,,,2015-02-24 22:59:08 UTC,2015-02-24 22:59:08 UTC
3171,LMFA07050014,"Fatty acyl CoAs
",23420,,,2015-02-24 22:59:10 UTC,2015-02-24 22:59:10 UTC
3172,LMFA07050007,"Fatty acyl CoAs
",23433,,,2015-02-24 22:59:21 UTC,2015-02-24 22:59:21 UTC
3173,CHEBI:27576,"3-oxo steroid
19-hydroxy steroid
17-oxo steroid
androstanoid
",23435,,,2015-02-24 22:59:22 UTC,2015-02-24 22:59:22 UTC
3174,C05290,"C19 steroids (androgens) and derivatives
",23435,,,2015-02-24 22:59:22 UTC,2015-02-24 22:59:22 UTC
3175,LMST02020067,"C19 steroids (androgens) and derivatives
",23435,,,2015-02-24 22:59:22 UTC,2015-02-24 22:59:22 UTC
3176,CHEBI:75308,"aldehyde
3-oxo steroid
17beta-hydroxy steroid
androstanoid
",23437,,,2015-02-24 22:59:23 UTC,2015-02-24 22:59:23 UTC
3177,C05295,"C19 steroids (androgens) and derivatives
",23437,,,2015-02-24 22:59:23 UTC,2015-02-24 22:59:23 UTC
3178,CHEBI:28082,"5alpha-hydroxy steroid
6beta-hydroxy steroid
3beta-hydroxy steroid
",23442,,,2015-02-24 22:59:25 UTC,2015-02-24 22:59:25 UTC
3179,LMST01010052,"Cholesterol and derivatives
",23442,,,2015-02-24 22:59:25 UTC,2015-02-24 22:59:25 UTC
3180,CHEBI:28043,"3beta-hydroxy steroid
21-hydroxy steroid
hydroxypregnenolone
",23444,,,2015-02-24 22:59:26 UTC,2015-02-24 22:59:26 UTC
3181,LMST02030167,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",23444,,,2015-02-24 22:59:26 UTC,2015-02-24 22:59:26 UTC
3182,LMST02030192,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
",23445,,,2015-02-24 22:59:27 UTC,2015-02-24 22:59:27 UTC
3183,CHEBI:67237,"22-hydroxy steroid
oxysterol
",23448,,,2015-02-24 22:59:28 UTC,2015-02-24 22:59:28 UTC
3184,C05502,"Cholesterol and derivatives
",23448,,,2015-02-24 22:59:28 UTC,2015-02-24 22:59:28 UTC
3185,LMST01010086,"Cholesterol and derivatives
",23448,,,2015-02-24 22:59:28 UTC,2015-02-24 22:59:28 UTC
3186,CHEBI:28718,"allothreonine
",23450,,,2015-02-24 22:59:29 UTC,2015-02-24 22:59:29 UTC
3187,CHEBI:21891,"methyladenosine
",23451,,,2015-02-24 22:59:31 UTC,2015-02-24 22:59:31 UTC
3188,CHEBI:16894,"carboxyalkanesulfonic acid
",23452,,,2015-02-24 22:59:31 UTC,2015-02-24 22:59:31 UTC
3189,CHEBI:18157,"L-lysine derivative
",23455,,,2015-02-24 22:59:33 UTC,2015-02-24 22:59:33 UTC
3190,CHEBI:27404,"dihydroxyindole
",23456,,,2015-02-24 22:59:33 UTC,2015-02-24 22:59:33 UTC
3191,DIHYDROXYINDOLE,"a small molecule
",23456,,,2015-02-24 22:59:33 UTC,2015-02-24 22:59:33 UTC
3192,CPD-11876,"a small molecule
",23457,,,2015-02-24 22:59:34 UTC,2015-02-24 22:59:34 UTC
3193,CHEBI:28508,"dihydroxybenzaldehyde
",23458,,,2015-02-24 22:59:34 UTC,2015-02-24 22:59:34 UTC
3194,CHEBI:60872,"indoles
hydroxy monocarboxylic acid
",23460,,,2015-02-24 22:59:35 UTC,2015-02-24 22:59:35 UTC
3195,CHEBI:50157,"hydroxyindole
indoleacetaldehyde
",23462,,,2015-02-24 22:59:36 UTC,2015-02-24 22:59:36 UTC
3196,5-HYDROXYINDOLE_ACETALDEHYDE,"a small molecule
",23462,,,2015-02-24 22:59:36 UTC,2015-02-24 22:59:36 UTC
3197,CHEBI:28715,"hydroxykynurenamine
",23463,,,2015-02-24 22:59:37 UTC,2015-02-24 22:59:37 UTC
3198,CHEBI:2700,"N-(long-chain-acyl)ethanolamine
endocannabinoid
",23466,,,2015-02-24 22:59:38 UTC,2015-02-24 22:59:38 UTC
3199,C11695,"N-acyl ethanolamides (endocannabinoids)
",23466,,,2015-02-24 22:59:38 UTC,2015-02-24 22:59:38 UTC
3200,LMFA08040001,"N-acyl ethanolamines (endocannabinoids)
",23466,,,2015-02-24 22:59:38 UTC,2015-02-24 22:59:38 UTC
3201,CHEBI:2198,"acetamides
tryptamines
",23467,,,2015-02-24 22:59:38 UTC,2015-02-24 22:59:38 UTC
3202,CPD-12014,"a small molecule
",23467,,,2015-02-24 22:59:38 UTC,2015-02-24 22:59:38 UTC
3203,CHEBI:36575,"amidobenzoic acid
",23472,,,2015-02-24 22:59:41 UTC,2015-02-24 22:59:41 UTC
3204,CHEBI:2089,"aromatic ether
tryptamines
",23474,,,2015-02-24 22:59:41 UTC,2015-02-24 22:59:41 UTC
3205,CPD-12018,"a small molecule
",23474,,,2015-02-24 22:59:41 UTC,2015-02-24 22:59:41 UTC
3206,CHEBI:15732,"monocarboxylic acid
phosphonic acids
",23476,,,2015-02-24 22:59:42 UTC,2015-02-24 22:59:42 UTC
3207,CHEBI:2485,"adenosine 5'-phosphate
",23477,,,2015-02-24 22:59:43 UTC,2015-02-24 22:59:43 UTC
3208,CHEBI:28104,"alpha-CH2-containing aldehyde
imidazolylacetaldehyde
",23490,,,2015-02-24 22:59:46 UTC,2015-02-24 22:59:46 UTC
3209,CHEBI:27410,"methylpyridines
pyridone
pyridinecarboxamide
",23493,,,2015-02-24 22:59:47 UTC,2015-02-24 22:59:47 UTC
3210,CHEBI:27838,"methylpyridines
pyridone
pyridinecarboxamide
",23494,,,2015-02-24 22:59:48 UTC,2015-02-24 22:59:48 UTC
3211,CHEBI:18067,"phylloquinones
",23496,,,2015-02-24 22:59:49 UTC,2015-02-24 22:59:49 UTC
3212,LMPR02030028,"Vitamin K
",23496,,,2015-02-24 22:59:49 UTC,2015-02-24 22:59:49 UTC
3213,CHEBI:73521,"dipeptide
",23497,,,2015-02-24 22:59:50 UTC,2015-02-24 22:59:50 UTC
3214,CHEBI:28814,"stilbenol
",23498,,,2015-02-24 22:59:50 UTC,2015-02-24 22:59:50 UTC
3215,C05901,"Diphenyl ethers, biphenyls, dibenzyls and stilbenes
Stilbenes
",23498,,,2015-02-24 22:59:50 UTC,2015-02-24 22:59:50 UTC
3216,LMPK13090006,"Diphenyl ethers, biphenyls, dibenzyls and stilbenes
",23498,,,2015-02-24 22:59:50 UTC,2015-02-24 22:59:50 UTC
3217,CHEBI:28116,"2-oxo monocarboxylic acid
",23501,,,2015-02-24 22:59:51 UTC,2015-02-24 22:59:51 UTC
3218,CHEBI:7386,"monocarboxylic acid amide
alpha-CH2-containing aldehyde
",23502,,,2015-02-24 22:59:52 UTC,2015-02-24 22:59:52 UTC
3219,CPD-30,"a small molecule
",23502,,,2015-02-24 22:59:52 UTC,2015-02-24 22:59:52 UTC
3220,CHEBI:28130,"oxo carboxylic acid
",23506,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3221,C05958,"Prostaglandins
",23506,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3222,LMFA03010020,"Prostaglandins
",23506,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3223,CHEBI:28442,"prostaglandins Falpha
",23508,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3224,C05960,"Prostaglandins
",23508,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3225,LMFA03010026,"Prostaglandins
",23508,,,2015-02-24 22:59:53 UTC,2015-02-24 22:59:53 UTC
3226,CHEBI:28269,"prostaglandins E
",23509,,,2015-02-24 22:59:54 UTC,2015-02-24 22:59:54 UTC
3227,C05962,"Prostaglandins
",23509,,,2015-02-24 22:59:54 UTC,2015-02-24 22:59:54 UTC
3228,LMFA03010012,"Prostaglandins
",23509,,,2015-02-24 22:59:54 UTC,2015-02-24 22:59:54 UTC
3229,CPD-12022,"a small molecule
",23518,,,2015-02-24 23:00:03 UTC,2015-02-24 23:00:03 UTC
3230,C14771,"Hydroxy/hydroperoxyeicosatrienoic acids
",23519,,,2015-02-24 23:00:03 UTC,2015-02-24 23:00:03 UTC
3231,CHEBI:2124,"lactone
furopyridine
",23523,,,2015-02-24 23:00:05 UTC,2015-02-24 23:00:05 UTC
3232,CPD-9028,"a small molecule
",23523,,,2015-02-24 23:00:05 UTC,2015-02-24 23:00:05 UTC
3233,CHEBI:70854,"aromatic ether
aminopyrimidine
",23528,,,2015-02-24 23:00:06 UTC,2015-02-24 23:00:06 UTC
3234,C06180,"Pyridine alkaloids
",23529,,,2015-02-24 23:00:06 UTC,2015-02-24 23:00:06 UTC
3235,CHEBI:51023,"imidazolinone
",23530,,,2015-02-24 23:00:07 UTC,2015-02-24 23:00:07 UTC
3236,CHEBI:28136,"tryptamine alkaloid
tryptamines
",23531,,,2015-02-24 23:00:07 UTC,2015-02-24 23:00:07 UTC
3237,C06213,"Indole alkaloids
",23531,,,2015-02-24 23:00:07 UTC,2015-02-24 23:00:07 UTC
3238,CHEBI:28123,"ethanolamines
",23535,,,2015-02-24 23:00:09 UTC,2015-02-24 23:00:09 UTC
3239,CHEBI:28179,"benzamides
",23536,,,2015-02-24 23:00:10 UTC,2015-02-24 23:00:10 UTC
3240,CHEBI:37451,"steroid glucosiduronic acid
",23539,,,2015-02-24 23:00:12 UTC,2015-02-24 23:00:12 UTC
3241,C11136,"Glucuronides
",23539,,,2015-02-24 23:00:12 UTC,2015-02-24 23:00:12 UTC
3242,LMST05010014,"Glucuronides
",23539,,,2015-02-24 23:00:12 UTC,2015-02-24 23:00:12 UTC
3243,C00353,"Acyclic diterpenoids
Linear diterpenes
",23540,,,2015-02-24 23:00:13 UTC,2015-02-24 23:00:13 UTC
3244,CHEBI:16067,"myo-inositol tetrakisphosphate
",23541,,,2015-02-24 23:00:13 UTC,2015-02-24 23:00:13 UTC
3245,CHEBI:46961,"sphingoid
amino alcohol
triol
",23544,,,2015-02-24 23:00:14 UTC,2015-02-24 23:00:14 UTC
3246,C12144,"4-Hydroxysphinganines (Phytosphingosines)
",23544,,,2015-02-24 23:00:14 UTC,2015-02-24 23:00:14 UTC
3247,LMSP01030001,"4-Hydroxysphinganines (Phytosphingosines)
",23544,,,2015-02-24 23:00:14 UTC,2015-02-24 23:00:14 UTC
3248,LMST02020101,"C19 steroids (androgens) and derivatives
",23545,,,2015-02-24 23:00:15 UTC,2015-02-24 23:00:15 UTC
3249,CHEBI:40521,"N-acetyl-L-amino acid
",23546,,,2015-02-24 23:00:16 UTC,2015-02-24 23:00:16 UTC
3250,CHEBI:50091,"glutathione derivative
",23553,,,2015-02-24 23:00:21 UTC,2015-02-24 23:00:21 UTC
3251,CHEBI:33023,"1-heptyl-2-octylcyclopentane
",23555,,,2015-02-24 23:00:21 UTC,2015-02-24 23:00:21 UTC
3252,CHEBI:48926,"glutathione derivative
",23556,,,2015-02-24 23:00:22 UTC,2015-02-24 23:00:22 UTC
3253,CHEBI:34154,"HODE
",23558,,,2015-02-24 23:00:23 UTC,2015-02-24 23:00:23 UTC
3254,C14762,"Other Octadecanoids
",23558,,,2015-02-24 23:00:23 UTC,2015-02-24 23:00:23 UTC
3255,LMFA02000228,"Other Octadecanoids
",23558,,,2015-02-24 23:00:23 UTC,2015-02-24 23:00:23 UTC
3256,CHEBI:68947,"enone
OxoODE
",23559,,,2015-02-24 23:00:24 UTC,2015-02-24 23:00:24 UTC
3257,C14765,"Other Octadecanoids
",23559,,,2015-02-24 23:00:24 UTC,2015-02-24 23:00:24 UTC
3258,LMFA02000016,"Other Octadecanoids
",23559,,,2015-02-24 23:00:24 UTC,2015-02-24 23:00:24 UTC
3259,CHEBI:34486,"HETE
",23563,,,2015-02-24 23:00:26 UTC,2015-02-24 23:00:26 UTC
3260,C14776,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23563,,,2015-02-24 23:00:26 UTC,2015-02-24 23:00:26 UTC
3261,LMFA03060006,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23563,,,2015-02-24 23:00:26 UTC,2015-02-24 23:00:26 UTC
3262,CHEBI:34162,"16-HETE
",23564,,,2015-02-24 23:00:27 UTC,2015-02-24 23:00:27 UTC
3263,C14778,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23564,,,2015-02-24 23:00:27 UTC,2015-02-24 23:00:27 UTC
3264,LMFA03060069,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23564,,,2015-02-24 23:00:27 UTC,2015-02-24 23:00:27 UTC
3265,LMFA03060061,"Hydroxy/hydroperoxyeicosatetraenoic acids
",23565,,,2015-02-24 23:00:29 UTC,2015-02-24 23:00:29 UTC
3266,CHEBI:63976,"prostaglandins Falpha
ketone
",23567,,,2015-02-24 23:00:30 UTC,2015-02-24 23:00:30 UTC
3267,LMFA03010027,"Prostaglandins
",23567,,,2015-02-24 23:00:30 UTC,2015-02-24 23:00:30 UTC
3268,LMFA03110002,"Isoprostanes
",23568,,,2015-02-24 23:00:31 UTC,2015-02-24 23:00:31 UTC
3269,CHEBI:15631,"long-chain fatty acid
epoxy fatty acid
trienoic fatty acid
hydroxy fatty acid
",23569,,,2015-02-24 23:00:32 UTC,2015-02-24 23:00:32 UTC
